Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Birthday_years
5148812,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,22416.0,,1,0,0,0,,2,0,61.413698630136984
5100220,M,Y,Y,2,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15182.0,6123.0,1,0,0,0,Drivers,4,0,41.59452054794521
5078842,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,With parents,10532.0,117.0,1,0,0,0,Private service staff,3,0,28.854794520547944
5010526,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,18476.0,2625.0,1,0,0,0,Managers,3,0,50.61917808219178
5105150,F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,18940.0,1763.0,1,0,0,0,Sales staff,2,0,51.89041095890411
5045253,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,20854.0,3689.0,1,0,0,0,Core staff,3,0,57.134246575342466
5100000,F,N,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15226.0,3414.0,1,0,0,0,Sales staff,3,0,41.71506849315068
5029725,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,9778.0,2910.0,1,1,0,1,Core staff,3,0,26.78904109589041
5090925,F,N,Y,0,243000.0,Commercial associate,Secondary / secondary special,Married,With parents,17000.0,3412.0,1,0,0,0,Laborers,2,0,46.57534246575342
5115947,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,9586.0,1107.0,1,0,0,0,,1,0,26.263013698630136
5028572,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,22062.0,,1,0,0,0,,2,0,60.443835616438356
5022373,F,N,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,20693.0,8036.0,1,0,0,0,Core staff,2,0,56.69315068493151
5149040,F,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,19750.0,3608.0,1,0,0,0,Laborers,2,0,54.10958904109589
5113291,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,11327.0,101.0,1,1,1,0,Core staff,4,0,31.03287671232877
5139951,F,Y,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,19988.0,3231.0,1,1,0,0,,2,0,54.76164383561644
5028697,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,10817.0,203.0,1,0,1,0,Laborers,3,0,29.635616438356163
5148527,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,23365.0,,1,0,0,0,,2,0,64.01369863013699
5009443,F,N,N,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,9489.0,1682.0,1,0,1,0,,2,0,25.997260273972604
5096621,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,14461.0,1589.0,1,0,1,0,Laborers,3,0,39.61917808219178
5149150,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,10952.0,3577.0,1,1,0,0,Laborers,2,0,30.005479452054793
5118448,F,N,N,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,10080.0,735.0,1,1,0,0,Sales staff,3,0,27.616438356164384
5116818,M,N,Y,0,85500.0,State servant,Secondary / secondary special,Separated,Co-op apartment,16542.0,8737.0,1,1,1,0,Core staff,1,0,45.320547945205476
5022833,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,17262.0,1617.0,1,0,0,0,Core staff,2,0,47.293150684931504
5086006,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,21497.0,,1,0,0,0,,1,0,58.895890410958906
5010397,F,Y,Y,1,225000.0,Working,Higher education,Married,House / apartment,14148.0,1591.0,1,1,1,0,High skill tech staff,3,0,38.76164383561644
5047789,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,10457.0,979.0,1,0,0,0,,2,0,28.649315068493152
5105657,F,Y,Y,2,540000.0,Working,Higher education,Single / not married,House / apartment,14160.0,422.0,1,0,1,1,,3,0,38.794520547945204
5150047,F,N,Y,0,283500.0,Working,Secondary / secondary special,Married,House / apartment,17958.0,655.0,1,0,0,0,Sales staff,2,0,49.2
5035791,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,21973.0,,1,0,0,0,,1,0,60.2
5021682,M,N,Y,0,,Commercial associate,Secondary / secondary special,Separated,House / apartment,18745.0,3653.0,1,0,0,0,Cleaning staff,1,0,51.35616438356164
5088699,F,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,17562.0,1261.0,1,0,0,0,Medicine staff,2,0,48.11506849315069
5115797,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,14578.0,7346.0,1,0,0,0,Laborers,2,0,39.93972602739726
5023460,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,21012.0,,1,0,0,0,,1,0,57.56712328767123
5096466,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,19410.0,5545.0,1,1,0,0,Managers,3,0,53.178082191780824
5146472,F,Y,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,14133.0,3810.0,1,0,0,0,Sales staff,2,0,38.72054794520548
5024527,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,20967.0,,1,0,1,0,,1,0,57.443835616438356
5095193,M,Y,Y,1,495000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,,1190.0,1,0,1,0,Managers,3,0,
5068156,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,19565.0,3246.0,1,0,0,0,,2,0,53.602739726027394
5117756,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,16011.0,1649.0,1,0,0,0,Managers,2,0,43.865753424657534
5066507,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,17538.0,7676.0,1,0,1,0,Private service staff,1,0,48.04931506849315
5143164,F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13791.0,1353.0,1,1,0,0,Accountants,4,0,37.78356164383562
5088834,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,12563.0,3715.0,1,0,0,1,Accountants,2,0,34.41917808219178
5135841,F,N,Y,1,36000.0,Working,Secondary / secondary special,Married,House / apartment,12417.0,1113.0,1,0,1,0,Core staff,3,0,34.01917808219178
5023059,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,11279.0,508.0,1,0,0,0,Laborers,3,0,30.9013698630137
5125325,M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,20874.0,2722.0,1,0,0,0,,2,0,57.18904109589041
5135574,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,11749.0,992.0,1,0,0,0,Medicine staff,2,0,32.18904109589041
5009053,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,10997.0,2289.0,1,0,0,1,Core staff,4,0,30.12876712328767
5028292,F,N,Y,0,292500.0,Working,Higher education,Separated,House / apartment,19736.0,12621.0,1,0,1,0,Core staff,1,0,54.07123287671233
5029108,M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,13230.0,3643.0,1,0,0,1,High skill tech staff,3,0,36.24657534246575
5091400,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,12278.0,869.0,1,0,0,0,,2,0,33.63835616438356
5050768,F,N,N,2,337500.0,Working,Secondary / secondary special,Married,House / apartment,10990.0,2174.0,1,0,0,0,Core staff,4,0,30.10958904109589
5113420,F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,12716.0,5336.0,1,0,0,0,Core staff,2,0,34.83835616438356
5113132,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19033.0,3535.0,1,0,0,0,Sales staff,2,0,52.14520547945205
5062670,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,14863.0,4407.0,1,0,0,0,Managers,3,0,40.72054794520548
5029352,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,10942.0,412.0,1,0,0,0,Drivers,2,0,29.97808219178082
5105067,M,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,13682.0,453.0,1,1,1,0,,2,0,37.484931506849314
5143573,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,9124.0,960.0,1,1,0,0,Drivers,2,0,24.997260273972604
5045203,F,Y,Y,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21009.0,,1,0,0,0,,2,0,57.558904109589044
5065673,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11512.0,4711.0,1,0,0,0,,1,0,31.53972602739726
5029544,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14596.0,1965.0,1,0,0,0,,3,0,39.989041095890414
5045800,M,Y,Y,1,427500.0,Working,Secondary / secondary special,Married,House / apartment,11892.0,2543.0,1,0,1,0,Drivers,3,0,32.58082191780822
5111159,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,10648.0,1393.0,1,1,1,0,Core staff,3,0,29.172602739726027
5099957,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,11239.0,460.0,1,0,0,0,Accountants,3,0,30.791780821917808
5143360,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,22811.0,2234.0,1,1,1,0,High skill tech staff,2,0,62.49589041095891
5091753,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,12725.0,1631.0,1,0,0,0,Core staff,4,0,34.863013698630134
5117403,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,16758.0,1619.0,1,0,0,0,Waiters/barmen staff,2,0,45.912328767123284
5149319,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,18838.0,5981.0,1,0,0,0,Managers,2,0,51.61095890410959
5137542,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,18881.0,3153.0,1,1,0,0,Cooking staff,2,0,51.728767123287675
5095170,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,13796.0,2682.0,1,0,0,0,Drivers,2,0,37.797260273972604
5090780,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,12047.0,3443.0,1,0,0,0,Managers,3,0,33.00547945205479
5092242,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,20754.0,2330.0,1,0,0,0,,2,0,56.86027397260274
5068671,M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,9159.0,413.0,1,0,0,0,Core staff,2,0,25.09315068493151
5143427,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,23431.0,,1,0,0,0,,1,0,64.1945205479452
5087994,M,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,15547.0,6645.0,1,0,0,0,,3,0,42.59452054794521
5052739,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10454.0,505.0,1,0,0,1,High skill tech staff,4,0,28.64109589041096
5068747,F,N,N,0,157500.0,Working,Higher education,Civil marriage,With parents,13231.0,201.0,1,0,0,0,Accountants,2,0,36.24931506849315
5025029,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,20013.0,,1,0,0,0,,2,0,54.83013698630137
5149353,M,Y,Y,0,,Commercial associate,Higher education,Married,House / apartment,12208.0,3273.0,1,0,0,0,Accountants,2,0,33.446575342465756
5022571,M,Y,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,21721.0,,1,0,0,0,,2,0,59.50958904109589
5024578,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,10253.0,1462.0,1,0,0,0,Laborers,3,0,28.09041095890411
5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,12843.0,2609.0,1,0,0,0,Managers,2,0,35.18630136986302
5041869,M,Y,N,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,19433.0,521.0,1,1,1,0,Core staff,2,0,53.24109589041096
5115894,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17455.0,1321.0,1,0,0,0,Drivers,2,0,47.821917808219176
5062749,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,13387.0,2467.0,1,0,0,0,,3,0,36.676712328767124
5045611,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,11762.0,716.0,1,0,0,0,,4,0,32.224657534246575
5113288,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,11327.0,101.0,1,1,1,0,Core staff,4,0,31.03287671232877
5053003,F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,9389.0,1632.0,1,1,1,0,,2,0,25.723287671232878
5118038,F,N,N,2,121500.0,Working,Higher education,Married,House / apartment,11697.0,614.0,1,0,0,0,HR staff,4,0,32.04657534246575
5091405,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,17579.0,1904.0,1,1,0,0,Laborers,1,0,48.16164383561644
5137022,F,N,N,0,180000.0,State servant,Secondary / secondary special,Widow,House / apartment,18181.0,351.0,1,1,1,0,Laborers,1,0,49.81095890410959
5117594,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,16898.0,7310.0,1,1,1,0,Core staff,1,0,46.295890410958904
5085704,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,19474.0,,1,0,0,0,,2,0,53.35342465753425
5137292,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,15243.0,7260.0,1,1,1,0,High skill tech staff,3,0,41.76164383561644
5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,14192.0,626.0,1,0,0,0,Drivers,4,0,38.88219178082192
5099900,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,20341.0,6853.0,1,0,0,0,Laborers,2,0,55.728767123287675
5116676,M,Y,Y,3,270000.0,Working,Secondary / secondary special,Married,House / apartment,13427.0,458.0,1,1,0,0,Laborers,5,0,36.78630136986301
5061321,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,15050.0,1628.0,1,0,0,0,Managers,3,0,41.23287671232877
5139410,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,14439.0,6094.0,1,1,0,0,Core staff,4,0,39.558904109589044
5048486,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,12992.0,734.0,1,1,1,0,Drivers,2,0,35.59452054794521
5139658,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,23483.0,,1,0,0,0,,2,0,64.33698630136986
5091280,M,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,11822.0,657.0,1,1,0,0,Laborers,3,0,32.38904109589041
5023186,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,17235.0,2700.0,1,0,1,0,Core staff,2,0,47.21917808219178
5054307,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,10116.0,880.0,1,0,0,0,Laborers,3,0,27.715068493150685
5116879,F,N,N,0,112500.0,Working,Higher education,Single / not married,With parents,11061.0,157.0,1,1,1,0,High skill tech staff,1,0,30.304109589041097
5050453,M,N,Y,1,231750.0,Working,Secondary / secondary special,Married,House / apartment,14247.0,135.0,1,0,0,0,,3,0,39.032876712328765
5022804,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,11998.0,1497.0,1,0,0,0,Managers,1,0,32.87123287671233
5091374,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,15366.0,1266.0,1,1,1,0,Drivers,2,0,42.0986301369863
5135484,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,10660.0,1935.0,1,0,0,0,Core staff,1,0,29.205479452054796
5054188,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,11390.0,515.0,1,0,1,0,Sales staff,2,0,31.205479452054796
5054626,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,22034.0,,1,0,0,0,,1,0,60.367123287671234
5068548,M,Y,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19351.0,1023.0,1,0,0,0,Laborers,2,0,53.016438356164386
5053472,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,18516.0,2129.0,1,1,1,0,Low-skill Laborers,2,0,50.728767123287675
5105395,F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,10932.0,575.0,1,0,0,0,Secretaries,1,0,29.95068493150685
5029554,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,23751.0,,1,0,0,0,,1,0,65.07123287671233
5089722,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,17617.0,3262.0,1,1,1,1,Private service staff,1,0,48.26575342465753
5066562,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,8247.0,430.0,1,1,0,1,Sales staff,2,0,22.594520547945205
5062547,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,12099.0,2207.0,1,0,0,1,,5,0,33.14794520547945
5010203,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,9981.0,1866.0,1,0,0,1,Laborers,2,0,27.345205479452055
5024665,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,14425.0,4568.0,1,1,1,0,Laborers,2,0,39.52054794520548
5089626,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,16188.0,309.0,1,1,1,1,Sales staff,2,0,44.35068493150685
5021373,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,22100.0,578.0,1,0,0,1,Managers,2,0,60.54794520547945
5054699,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,,6908.0,1,0,0,0,Laborers,2,0,
5051180,M,Y,N,1,,Working,Secondary / secondary special,Married,House / apartment,13086.0,1931.0,1,0,1,0,Laborers,3,0,35.85205479452055
5143515,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,23280.0,,1,0,0,0,,1,0,63.78082191780822
5018461,F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,20208.0,8033.0,1,0,1,0,,3,0,55.364383561643834
5096300,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,9320.0,2257.0,1,0,0,0,High skill tech staff,3,0,25.534246575342465
5148897,M,N,Y,0,90900.0,Pensioner,Secondary / secondary special,Married,House / apartment,22233.0,,1,0,1,0,,2,0,60.912328767123284
5025047,F,Y,N,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,11731.0,3776.0,1,1,1,0,,5,0,32.13972602739726
5092164,F,Y,Y,0,45900.0,Pensioner,Secondary / secondary special,Widow,House / apartment,20282.0,,1,0,1,0,,1,0,55.56712328767123
5053143,M,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12301.0,140.0,1,0,1,0,,3,0,33.701369863013696
5038510,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,11855.0,4583.0,1,0,0,0,Laborers,2,0,32.47945205479452
5023482,F,N,Y,1,119250.0,Working,Secondary / secondary special,Married,House / apartment,15931.0,4404.0,1,1,1,0,Core staff,3,0,43.64657534246575
5054099,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,11736.0,727.0,1,0,0,0,Drivers,4,0,32.153424657534245
5062713,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,14510.0,3805.0,1,0,0,0,Core staff,3,0,39.75342465753425
5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,11353.0,2316.0,1,0,0,1,Accountants,2,0,31.104109589041094
5111117,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,11602.0,1455.0,1,0,0,0,Managers,3,0,31.786301369863015
5118115,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13538.0,5422.0,1,1,1,0,Drivers,3,0,37.09041095890411
5024258,M,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11495.0,581.0,1,0,0,0,Security staff,1,0,31.493150684931507
5113976,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,11955.0,893.0,1,1,1,1,Laborers,2,0,32.75342465753425
5099907,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,10927.0,1860.0,1,0,0,0,Core staff,4,0,29.936986301369863
5092332,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,24946.0,,1,0,1,0,,1,0,68.34520547945205
5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,14548.0,6317.0,1,0,1,0,Medicine staff,1,0,39.85753424657534
5078924,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,16116.0,1000.0,1,0,1,0,Laborers,2,0,44.153424657534245
5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,14052.0,140.0,1,0,1,1,Sales staff,2,0,38.4986301369863
5046036,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,21527.0,,1,0,0,0,,2,0,58.97808219178082
5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,15738.0,4766.0,1,1,1,0,Private service staff,2,0,43.11780821917808
5010781,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,14474.0,2259.0,1,0,0,1,Core staff,3,0,39.654794520547945
5022761,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,9791.0,1344.0,1,0,0,1,Sales staff,2,0,26.824657534246576
5041980,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,14636.0,4690.0,1,1,1,0,Laborers,2,0,40.0986301369863
5113854,M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,15323.0,8290.0,1,1,0,0,Laborers,1,0,41.98082191780822
5126612,F,Y,N,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,20395.0,,1,0,1,0,,1,0,55.87671232876713
5132264,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,,2052.0,1,0,1,0,Laborers,2,0,
5142136,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,17001.0,5004.0,1,0,0,0,Medicine staff,4,0,46.57808219178082
5088163,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,12922.0,923.0,1,0,0,0,Core staff,1,0,35.4027397260274
5146086,M,N,N,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,14122.0,1193.0,1,0,0,1,Laborers,1,0,38.69041095890411
5139553,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,13584.0,6337.0,1,0,1,0,Medicine staff,4,0,37.21643835616438
5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,9006.0,793.0,1,0,0,1,Sales staff,2,0,24.673972602739727
5025020,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21512.0,,1,0,0,0,,2,0,58.93698630136986
5118270,F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,19566.0,5453.0,1,1,0,0,Medicine staff,2,0,53.605479452054794
5095324,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,22854.0,,1,0,1,0,,1,0,62.61369863013699
5142290,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,15027.0,88.0,1,0,0,0,Accountants,3,0,41.16986301369863
5148792,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,17450.0,5495.0,1,0,0,0,Managers,1,0,47.80821917808219
5062031,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,9688.0,593.0,1,0,1,1,,1,0,26.542465753424658
5088836,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,12563.0,3715.0,1,0,0,1,Accountants,2,0,34.41917808219178
5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,21111.0,4816.0,1,0,0,0,Core staff,2,0,57.83835616438356
5089896,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,23694.0,,1,0,0,1,,1,0,64.91506849315068
5137407,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,17237.0,3000.0,1,0,0,0,Medicine staff,1,0,47.224657534246575
5086060,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,20542.0,9422.0,1,0,1,0,Core staff,2,0,56.27945205479452
5095117,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,14240.0,1586.0,1,0,0,0,Core staff,2,0,39.013698630136986
5067419,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,23334.0,,1,0,0,0,,2,0,63.92876712328767
5041307,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,23118.0,,1,0,1,0,,2,0,63.33698630136986
5146401,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,19682.0,2104.0,1,1,0,0,Cleaning staff,1,0,53.92328767123288
5105137,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,9957.0,1032.0,1,0,0,0,Laborers,1,0,27.279452054794522
5053388,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,16300.0,9698.0,1,0,0,1,Managers,2,0,44.657534246575345
5146467,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,9983.0,1923.0,1,0,0,0,,2,0,27.350684931506848
5113082,F,N,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,15303.0,1131.0,1,0,0,0,Core staff,2,0,41.92602739726028
5052755,M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10570.0,1175.0,1,0,0,0,Managers,2,0,28.958904109589042
5092436,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,19921.0,,1,0,1,0,,2,0,54.57808219178082
5022243,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,15231.0,8375.0,1,0,0,1,High skill tech staff,2,0,41.728767123287675
5113020,M,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,14622.0,2199.0,1,0,0,0,Core staff,2,0,40.06027397260274
5058267,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,17868.0,1912.0,1,0,0,0,Drivers,3,0,48.95342465753425
5037247,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,12170.0,926.0,1,0,0,0,Laborers,4,0,33.342465753424655
5100461,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,12417.0,2499.0,1,0,0,0,High skill tech staff,3,0,34.01917808219178
5096753,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,14897.0,2654.0,1,1,1,0,,2,0,40.81369863013698
5091778,M,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10874.0,1174.0,1,1,0,0,Laborers,4,0,29.791780821917808
5038569,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,19974.0,230.0,1,0,1,0,Laborers,2,0,54.723287671232875
5069169,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,10314.0,962.0,1,0,0,1,Sales staff,2,0,28.257534246575343
5065820,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,,2276.0,1,0,0,0,Laborers,3,0,
